name,countries
maria,"['Algeria', 'Armenia', 'Brazil', 'Bulgaria', 'Cyprus', 'Ecuador', 'Estonia', 'Greece', 'Israel', 'Moldova, Republic of', 'New Zealand', 'Panama', 'Paraguay', 'Portugal', 'Romania', 'Russian Federation', 'Spain', 'United Arab Emirates', 'United States', 'Uruguay']"
maria alice,['Brazil']
maria del carmen,['Equatorial Guinea']
maria fernanda,['Mexico']
maria jose,['Mexico']
maria teresa,['Equatorial Guinea']
mariam,"['Armenia', 'Egypt', 'Jordan', 'Kuwait', 'Lebanon', 'Mali', 'Tunisia', 'United Arab Emirates']"
mariami,['Georgia']
mariana,"['Colombia', 'Venezuela, Bolivarian Republic of']"
marie,"['Austria', 'Egypt', 'Lebanon']"
marija,"['Montenegro', 'North Macedonia', 'Serbia']"
marina,['Egypt']
mario,"['Bolivia, Plurinational State of']"
marios,['Cyprus']
mariya,"['Russian Federation', 'Ukraine']"
mark,"['Armenia', 'Belarus', 'Egypt', 'Estonia', 'Moldova, Republic of', 'Russian Federation', 'Slovenia']"
markas,['Lithuania']
markel,['Spain']
marko,"['Montenegro', 'North Macedonia', 'Serbia']"
marks,['Latvia']
markus,['Faroe Islands']
marta,"['Croatia', 'Estonia', 'Latvia']"
martha,"['Bolivia, Plurinational State of']"
marti,"['Andorra', 'Spain']"
martim,['Portugal']
martin,"['Bulgaria', 'Colombia', 'Czechia', 'Estonia', 'Slovakia', 'Spain']"
martina,"['Andorra', 'Argentina', 'Spain', 'Uruguay']"
marwa,"['Egypt', 'Libya']"
mary,"['Egypt', 'United States']"
marya,['Israel']
maryam,"['Azerbaijan', 'Iran, Islamic Republic of', 'Israel', 'Malaysia', 'Morocco', 'Pakistan', 'United Arab Emirates']"
maryja,['Belarus']
masa,['Montenegro']
matas,['Lithuania']
mate,['Hungary']
matei,"['Moldova, Republic of', 'Romania']"
matej,"['Croatia', 'Czechia', 'North Macedonia', 'Slovakia']"
mateo,"['Albania', 'Argentina', 'Austria', 'Chile', 'Croatia', 'Mexico', 'New Zealand', 'Peru', 'Puerto Rico', 'Serbia', 'Spain', 'Uruguay']"
matias,"['Colombia', 'Mexico', 'Panama']"
matija,['Serbia']
matilda,['Australia']
matilde,"['Italy', 'Portugal']"
matteo,"['El Salvador', 'Germany', 'Malta', 'Switzerland']"
matthew,['Philippines']
matthias,['Iceland']
matthildur,['Iceland']
mattia,"['Italy', 'Liechtenstein']"
mattias,['Faroe Islands']
matvey,['Russian Federation']
matyas,['Czechia']
maui,['French Polynesia']
max,"['Gibraltar', 'Guernsey']"
maxim,"['Moldova, Republic of', 'Romania', 'Russian Federation']"
maximilian,['Austria']
maximiliano,"['Chile', 'Colombia']"
maya,"['Gibraltar', 'Greenland', 'Israel', 'Lebanon']"
maysoun,['Saudi Arabia']
mees,['Netherlands']
mehar,['India']
mehdi,['Tunisia']
mehmet,['Türkiye']
mei,['Japan']
mei-hui,"['Taiwan, Province of China']"
mei-ling,"['Taiwan, Province of China']"
melina,['Liechtenstein']
melisa,['Albania']
melissa,['Algeria']
melokuhle,['South Africa']
meriem,['Algeria']
merjem,['Bosnia and Herzegovina']
mersana,"['Iran, Islamic Republic of']"
meryem,['Türkiye']
mia,"['Argentina', 'Australia', 'Austria', 'Canada', 'Chile', 'Croatia', 'Ecuador', 'Estonia', 'France', 'Germany', 'Ireland', 'Jersey', 'Liechtenstein', 'Malta', 'New Zealand', 'Panama', 'Peru', 'Puerto Rico', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Switzerland', 'United Kingdom', 'United States']"
michael,['United States']
michail,"['Belarus', 'Greece']"
michal,['Slovakia']
michalis,['Cyprus']
miguel,"['Brazil', 'Portugal']"
miguel angel,"['Bolivia, Plurinational State of', 'Mexico']"
mihail,['North Macedonia']
mikael,['Iceland']
mikhail,['Russian Federation']
miki,['Greenland']
mikołaj,['Poland']
mila,"['Belgium', 'Canada', 'Croatia', 'Germany', 'Israel', 'Montenegro', 'Netherlands', 'New Zealand', 'North Macedonia', 'Serbia', 'Slovenia', 'Switzerland', 'United Arab Emirates']"
milagrosa,['Equatorial Guinea']
milan,"['Montenegro', 'Netherlands', 'Serbia']"
milana,['Ukraine']
milena,"['Montenegro', 'Puerto Rico']"
milica,"['Montenegro', 'Serbia']"
millie,['United Kingdom']
milos,"['Montenegro', 'Serbia']"
mina,['Egypt']
minato,['Japan']
minik,['Greenland']
mio,['Japan']
mira,['Jordan']
mirac,['Türkiye']
mirjana,['Serbia']
mirlande,['Haiti']
moana,['French Polynesia']
modibo,['Mali']
mohamed,"['Egypt', 'Morocco', 'United Arab Emirates']"
mohammad,"['Austria', 'Bangladesh', 'Iran, Islamic Republic of', 'Jordan', 'Kuwait', 'Lebanon', 'Pakistan', 'Saudi Arabia', 'United Arab Emirates']"
mohammad-reza,"['Iran, Islamic Republic of']"
mohammed,"['Algeria', 'Bangladesh', 'Libya']"
mona,['Libya']
monte,['Armenia']
moussa,['Mali']
muhamad,['Malaysia']
muhammad,"['Bangladesh', 'India', 'Israel', 'Kyrgyzstan', 'Tajikistan', 'United Kingdom']"
muhammed,"['Iraq', 'Kazakhstan']"
murad,"['Azerbaijan', 'Egypt']"
mustafa,"['Egypt', 'Türkiye']"
mykhaylo,['Ukraine']
myrlande,['Haiti']
nada,['Egypt']
nagi,['Japan']
nagisa,['Japan']
nahia,['Spain']
naim,['Morocco']
nare,['Armenia']
narek,['Armenia']
narine,['Armenia']
natalia,"['Russian Federation', 'Slovakia']"
natalie,['Czechia']
natalija,['Serbia']
nathalie,['Philippines']
nathan,"['Canada', 'Philippines']"
nathaniel,['Philippines']
naura,['Malaysia']
naya,['Jordan']
nehir,['Türkiye']
nela,['Slovakia']
nelio,['Liechtenstein']
nesreen,['Libya']
neza,['Slovenia']
nia,['Georgia']
nicolas,['Puerto Rico']
nicole,"['Venezuela, Bolivarian Republic of']"
niel,['Israel']
niharika,['Nepal']
nik,['Slovenia']
nika,"['Croatia', 'Slovenia']"
niko,"['Croatia', 'New Zealand']"
nikodem,['Poland']
nikol,['Bulgaria']
nikola,"['Bulgaria', 'Montenegro', 'North Macedonia', 'Serbia']"
nikolaos,"['Cyprus', 'Greece']"
nikoloz,['Georgia']
nil,['Spain']
nilay,['Azerbaijan']
nils,['El Salvador']
nina,"['Malta', 'Slovakia']"
nino,"['Georgia', 'Switzerland']"
nivi,['Greenland']
noa,"['Faroe Islands', 'Israel', 'Serbia']"
noah,"['Argentina', 'Australia', 'Austria', 'Belgium', 'Brazil', 'Canada', 'Denmark', 'El Salvador', 'Germany', 'Gibraltar', 'Greenland', 'Ireland', 'Isle of Man', 'Jersey', 'Liechtenstein', 'Luxembourg', 'Malta', 'Netherlands', 'New Zealand', 'Norway', 'Puerto Rico', 'Switzerland', 'United Kingdom', 'United States']"
noam,['Israel']
noel,"['Albania', 'Hungary']"
noemi,['Paraguay']
nomaan,['Pakistan']
noor,"['Netherlands', 'Saudi Arabia', 'United Arab Emirates']"
nora,"['Denmark', 'Faroe Islands', 'Morocco', 'Netherlands', 'Norway', 'Saudi Arabia', 'Spain', 'Switzerland']"
nouf,['Saudi Arabia']
nour,['Morocco']
nuka,['Greenland']
nur,"['Israel', 'Malaysia', 'United Arab Emirates']"
nuray,['Azerbaijan']
nurislam,"['Kazakhstan', 'Kyrgyzstan']"
nurul,['Malaysia']
nutsa,['Georgia']
ofentse,['South Africa']
oihan,['Spain']
oisin,"['Ireland', 'United Kingdom']"
oleksandr,['Ukraine']
oleksandra,['Ukraine']
olga,['Russian Federation']
oliver,"['Australia', 'Canada', 'El Salvador', 'Finland', 'Gibraltar', 'Hungary', 'Iceland', 'Jersey', 'New Zealand', 'Norway', 'Slovakia', 'United Kingdom', 'United States']"
olivia,"['Argentina', 'Australia', 'Belgium', 'Canada', 'Denmark', 'Finland', 'Gibraltar', 'Guernsey', 'Ireland', 'Isle of Man', 'Jersey', 'Netherlands', 'New Zealand', 'Norway', 'Slovakia', 'Switzerland', 'United Kingdom', 'United States']"
oliwia,['Poland']
omar,"['Algeria', 'Azerbaijan', 'Egypt', 'Iraq', 'Jordan', 'Kazakhstan', 'Pakistan', 'Saudi Arabia', 'United Arab Emirates']"
omer,"['Israel', 'Türkiye']"
omer asaf,['Türkiye']
omphile,['South Africa']
ona,['Spain']
onni,['Finland']
oscar,"['Belgium', 'Denmark', 'Guernsey', 'United Kingdom']"
oskar,"['Estonia', 'Slovenia']"
osman,['Türkiye']
oumar,['Mali']
oumou,['Mali']
pablo,['Spain']
panagiota,['Cyprus']
panagiotis,"['Cyprus', 'Greece']"
paneeraq,['Greenland']
paninnguaq,['Greenland']
paraskevi,['Greece']
pari,['India']
patricia,"['Bolivia, Plurinational State of', 'Brazil', 'United States']"
patricija,['Lithuania']
pau,['Spain']
paul,"['Austria', 'Germany', 'Liechtenstein']"
paula,"['Latvia', 'Spain']"
paulo,['Brazil']
pedro,['Brazil']
penelope,['Guernsey']
petar,"['Croatia', 'Montenegro', 'North Macedonia']"
peter,['Egypt']
peterson,['Haiti']
pierre,['Egypt']
pipaluk,['Greenland']
poema,['French Polynesia']
pol,['Spain']
pola,['Poland']
polina,['Russian Federation']
prakash,['Nepal']
prasert,['Thailand']
prem,['Nepal']
princess,['Philippines']
puteri,['Malaysia']
rabina,['Nepal']
rachid,['Algeria']
radmila,['Montenegro']
rafael,['Liechtenstein']
ralfs,['Latvia']
ramazan,['Kazakhstan']
ramon,['Paraguay']
ramona,['Paraguay']
rania,['Libya']
raphael,"['France', 'Liechtenstein', 'Monaco']"
raquel,['Paraguay']
rashad,['Azerbaijan']
rasmus,['Estonia']
raul,['Azerbaijan']
ravi,['Brazil']
raya,['Bulgaria']
rayana,"['Kazakhstan', 'Kyrgyzstan']"
reem,"['Egypt', 'Kuwait', 'Libya']"
reema,['Saudi Arabia']
refael,['Israel']
regina,['Mexico']
rei,['Japan']
reina,['Albania']
relja,['Serbia']
ren,['Japan']
renata,['Mexico']
rethabile,['South Africa']
reza,"['Iran, Islamic Republic of']"
ria,['Faroe Islands']
rian,['Ireland']
ricardo,['Haiti']
riccardo,['Italy']
richard,"['Slovakia', 'United States']"
riko,['Japan']
rin,['Japan']
rita,['Croatia']
roan,['Albania']
robert,['United States']
roberts,['Latvia']
robin,['Estonia']
roel,['Albania']
roghayyeh,"['Iran, Islamic Republic of']"
roko,['Croatia']
roman,['Russian Federation']
ronja,['Faroe Islands']
rory,['United Kingdom']
rose,"['Canada', 'France']"
rosie,['United Kingdom']
rosmery,"['Bolivia, Plurinational State of']"
rowan,['Egypt']
roxana,"['Bolivia, Plurinational State of']"
saar,['Netherlands']
safija,['Belarus']
safiya,['Kyrgyzstan']
saga,['Iceland']
sahar,['Egypt']
said,['Algeria']
sakeena,['Pakistan']
sakineh,"['Iran, Islamic Republic of']"
sakura,['Japan']
saliha,['Kyrgyzstan']
salik,['Greenland']
salma,"['Egypt', 'Jordan']"
salome,['Colombia']
sama,['Israel']
samantha,"['Philippines', 'Venezuela, Bolivarian Republic of']"
samir,['Azerbaijan']
samuel,"['Colombia', 'Haiti', 'Slovakia', 'Venezuela, Bolivarian Republic of']"
samvel,['Armenia']
samyar,"['Iran, Islamic Republic of']"
sandra,['Estonia']
santiago,"['Chile', 'Colombia', 'Mexico', 'Peru', 'Portugal', 'Venezuela, Bolivarian Republic of']"
saqib,['Pakistan']
sara,"['Algeria', 'Austria', 'Bosnia and Herzegovina', 'Croatia', 'Iceland', 'Kuwait', 'Montenegro', 'North Macedonia', 'Norway', 'Saudi Arabia', 'Slovakia', 'Slovenia', 'Spain', 'United Arab Emirates']"
sarah,"['Israel', 'Lebanon', 'Libya', 'Luxembourg', 'United Arab Emirates']"
sebastian,"['Estonia', 'Mexico', 'Puerto Rico', 'Venezuela, Bolivarian Republic of']"
sekou,['Mali']
selim,['Egypt']
selma,['El Salvador']
sem,['Netherlands']
sergei,['Russian Federation']
serife,['Türkiye']
sesili,['Georgia']
sevda,['Azerbaijan']
sevinj,['Azerbaijan']
shahd,['Egypt']
shahem,['Jordan']
shahid,['Pakistan']
shaikha,['Kuwait']
shaimaa,['Egypt']
shams,['Israel']
shayma,['Tunisia']
sheikh,['Bangladesh']
sherifa,['Kuwait']
shivansh,['India']
shristi,['Nepal']
shu-chen,"['Taiwan, Province of China']"
shu-fen,"['Taiwan, Province of China']"
shu-hui,"['Taiwan, Province of China']"
siddhartha,['Nepal']
sienna,['Jersey']
simona,['Bulgaria']
siphosethu,['South Africa']
sita,['Nepal']
siti,['Malaysia']
snezana,"['North Macedonia', 'Serbia']"
so,['Japan']
sobia,['Pakistan']
sofi,['Armenia']
sofia,"['Belgium', 'Bulgaria', 'Chile', 'Denmark', 'Ecuador', 'Estonia', 'Faroe Islands', 'Finland', 'Italy', 'Liechtenstein', 'Mexico', 'Moldova, Republic of', 'Norway', 'Panama', 'Philippines', 'Romania', 'San Marino', 'Serbia', 'Slovakia', 'Spain', 'Switzerland', 'Venezuela, Bolivarian Republic of']"
sofie,"['Czechia', 'Norway']"
sofija,"['Latvia', 'Lithuania', 'Montenegro', 'North Macedonia', 'Slovenia']"
sofiya,"['Russian Federation', 'Ukraine']"
soley,['Iceland']
solomiya,['Ukraine']
somayyeh,"['Iran, Islamic Republic of']"
somboon,['Thailand']
somchai,['Thailand']
somporn,['Thailand']
somsak,['Thailand']
sonia,"['Bolivia, Plurinational State of']"
sophia,"['Austria', 'Brazil', 'Canada', 'Germany', 'Gibraltar', 'Greece', 'Liechtenstein', 'Philippines', 'United States']"
sophie,"['Austria', 'Ireland', 'Netherlands', 'New Zealand', 'United Kingdom']"
souleymane,['Mali']
stanisław,['Poland']
stanley,['Haiti']
stefan,['North Macedonia']
stella,['Monaco']
stevenson,['Haiti']
suha,['Egypt']
sultan,['Türkiye']
sumayah,['Tajikistan']
sunita,['Nepal']
susan,['United States']
susanna,['Armenia']
suzana,['North Macedonia']
syed,['Bangladesh']
szymon,['Poland']
tadhg,['Ireland']
taha,['Egypt']
taim,['Israel']
tamar,['Israel']
tara,['Montenegro']
tarana,['Azerbaijan']
tareq,"['Egypt', 'Libya']"
tarita,['French Polynesia']
tatiana,['Russian Federation']
tatsuki,['Japan']
teiki,['French Polynesia']
teiva,['French Polynesia']
teo,['Serbia']
teodor,['Bulgaria']
teodora,['Montenegro']
tereza,['Czechia']
tess,['Netherlands']
teura,['French Polynesia']
teva,['French Polynesia']
than,['Jamaica']
theo,"['Brazil', 'Denmark', 'Germany', 'Guernsey', 'Isle of Man', 'United Kingdom']"
theodor,"['Austria', 'Norway']"
theodore,"['Australia', 'Canada', 'Guernsey', 'Isle of Man', 'Jersey', 'New Zealand', 'United Kingdom', 'United States']"
thiago,"['Argentina', 'Colombia', 'Ecuador', 'Panama', 'Peru', 'Puerto Rico']"
thomas,"['Canada', 'Guernsey', 'United Kingdom', 'United States']"
tiago,['France']
tiare,['French Polynesia']
tigran,['Armenia']
tim,['Slovenia']
timofey,['Russian Federation']
tobias,['Austria']
toivo,['Finland']
tom,['Luxembourg']
tomas,"['Chile', 'Czechia', 'Portugal', 'Slovakia']"
tommaso,"['Italy', 'San Marino']"
trinidad,['Chile']
trondur,['Faroe Islands']
tuleen,['Jordan']
tunar,['Azerbaijan']
turki,['Saudi Arabia']
uiloq,['Greenland']
umar,"['Kyrgyzstan', 'Malaysia']"
uri,['Israel']
usman,"['Kyrgyzstan', 'Pakistan']"
uta,['Japan']
vaino,['Finland']
valdemar,['Denmark']
valentin,['Liechtenstein']
valentina,"['Austria', 'Jersey', 'Mexico', 'Peru', 'Puerto Rico', 'Uruguay', 'Venezuela, Bolivarian Republic of']"
valeria,"['Mexico', 'Spain', 'Venezuela, Bolivarian Republic of']"
valter,['El Salvador']
varvara,['Russian Federation']
vasileios,['Greece']
vasilije,['Montenegro']
vasiliki,['Greece']
vasilisa,['Russian Federation']
vedant,['India']
venla,['Finland']
vera,['El Salvador']
veronika,['Ukraine']
vesna,"['Montenegro', 'North Macedonia']"
vicente,['Chile']
victor,['Belgium']
victor hugo,"['Bolivia, Plurinational State of']"
victoria,"['Argentina', 'Colombia', 'Ecuador', 'Mexico', 'Moldova, Republic of', 'Monaco', 'Puerto Rico', 'Romania', 'Venezuela, Bolivarian Republic of']"
viktor,"['Bulgaria', 'Montenegro']"
viktoria,"['Bulgaria', 'Iceland', 'Slovakia']"
viktorie,['Czechia']
viktoriya,"['Russian Federation', 'Ukraine']"
violeta,['North Macedonia']
viraj,['India']
vita,['Slovenia']
vittoria,['Italy']
vladyslav,['Ukraine']
vojtech,['Czechia']
vugar,['Azerbaijan']
vuk,['Montenegro']
vusal,['Azerbaijan']
vusala,['Azerbaijan']
wan,['Malaysia']
wassim,['Morocco']
wateen,['Jordan']
widelene,['Haiti']
william,"['Australia', 'Canada', 'Denmark', 'El Salvador', 'Guernsey', 'New Zealand', 'Norway', 'United States']"
willow,"['Australia', 'Jersey', 'New Zealand', 'United Kingdom']"
wilson,['Haiti']
ximena,['Mexico']
ya-ting,"['Taiwan, Province of China']"
yamato,['Japan']
yara,['Netherlands']
yasmin,['Israel']
yasmine,"['Algeria', 'Morocco']"
yasna,"['Iran, Islamic Republic of']"
yassin,['Egypt']
yehuda,['Israel']
yekaterina,['Russian Federation']
yelena,['Russian Federation']
yeva,"['Russian Federation', 'Ukraine']"
yoana,['Bulgaria']
younes,['Morocco']
yousef,['Kuwait']
yousouf,['United Arab Emirates']
youssef,"['Egypt', 'Jordan', 'Morocco', 'Tunisia']"
yua,['Japan']
yuina,['Japan']
yulia,['Russian Federation']
yuna,['Japan']
yusef,['Israel']
yusif,['Azerbaijan']
yusuf,"['Tajikistan', 'Türkiye']"
zahid,['Pakistan']
zahir,['Jamaica']
zahra,"['Azerbaijan', 'Iran, Islamic Republic of']"
zainab,['Pakistan']
zala,['Slovenia']
zalan,['Hungary']
zan,['Slovenia']
zehra,['Türkiye']
zeinab,"['Iran, Islamic Republic of', 'Lebanon']"
zeynab,['Azerbaijan']
zeynep,['Türkiye']
zina,['Jordan']
zion,['Philippines']
zoe,"['Hungary', 'Luxembourg', 'Peru']"
zofia,['Poland']
zoran,"['Montenegro', 'North Macedonia', 'Serbia']"
zumra,['Türkiye']
zuzanna,['Poland']
